exp_1,exp_2,R1_re,R1_im,R2_re,R2_im
1,0,-0.005374121535453259,0.5373851813555319,0.0,0.0
0,1,0.0,0.0,-0.005374121535453259,-0.5373851813555319
2,1,-5.375187698710483e-7,2.4472423863127043e-5,0.0,0.0
1,2,0.0,-0.0,-5.375187698710483e-7,-2.4472423863127043e-5
3,2,1.8694542182629463e-11,-1.770432606091127e-9,0.0,0.0
2,3,0.0,-0.0,1.8694542182629463e-11,1.770432606091127e-9
4,3,-1.4401609509577714e-15,2.0557114174180192e-13,0.0,0.0
3,4,0.0,-0.0,-1.4401609509577714e-15,-2.0557114174180192e-13
